primary_com_name,sci_name,order,family,class
white-browed ground-tyrant,muscisaxicola albilora,passeriformes,tyrannidae,Aves
plain-capped ground-tyrant,muscisaxicola alpinus,passeriformes,tyrannidae,Aves
cinnamon-bellied ground-tyrant,muscisaxicola capistratus,passeriformes,tyrannidae,Aves
black-fronted ground-tyrant,muscisaxicola frontalis,passeriformes,tyrannidae,Aves
ground-tyrant sp.,muscisaxicola sp.,passeriformes,tyrannidae,Aves
red-rumped bush-tyrant,cnemarchus erythropygius,passeriformes,tyrannidae,Aves
rufous-webbed bush-tyrant,cnemarchus rufipennis,passeriformes,tyrannidae,Aves
fire-eyed diucon,pyrope pyrope,passeriformes,tyrannidae,Aves
white-rumped monjita,xolmis velatus,passeriformes,tyrannidae,Aves
white monjita,xolmis irupero,passeriformes,tyrannidae,Aves
grey monjita,nengetus cinereus,passeriformes,tyrannidae,Aves
black-crowned monjita,neoxolmis coronatus,passeriformes,tyrannidae,Aves
salinas monjita,neoxolmis salinarum,passeriformes,tyrannidae,Aves
rusty-backed monjita,neoxolmis rubetra,passeriformes,tyrannidae,Aves
chocolate-vented tyrant,neoxolmis rufiventris,passeriformes,tyrannidae,Aves
black-billed shrike-tyrant,agriornis montanus,passeriformes,tyrannidae,Aves
white-tailed shrike-tyrant,agriornis albicauda,passeriformes,tyrannidae,Aves
great shrike-tyrant,agriornis lividus,passeriformes,tyrannidae,Aves
grey-bellied shrike-tyrant,agriornis micropterus,passeriformes,tyrannidae,Aves
lesser shrike-tyrant,agriornis murinus,passeriformes,tyrannidae,Aves
shrike-tyrant sp.,agriornis sp.,passeriformes,tyrannidae,Aves
streak-throated bush-tyrant,myiotheretes striaticollis,passeriformes,tyrannidae,Aves
santa marta bush-tyrant,myiotheretes pernix,passeriformes,tyrannidae,Aves
smoky bush-tyrant,myiotheretes fumigatus,passeriformes,tyrannidae,Aves
rufous-bellied bush-tyrant,myiotheretes fuscorufus,passeriformes,tyrannidae,Aves
myiotheretes sp.,myiotheretes sp.,passeriformes,tyrannidae,Aves
white-headed marsh tyrant,arundinicola leucocephala,passeriformes,tyrannidae,Aves
pied water-tyrant,fluvicola pica,passeriformes,tyrannidae,Aves
black-backed water-tyrant,fluvicola albiventer,passeriformes,tyrannidae,Aves
masked water-tyrant,fluvicola nengeta,passeriformes,tyrannidae,Aves
shear-tailed grey tyrant,muscipipra vetula,passeriformes,tyrannidae,Aves
streamer-tailed tyrant,gubernetes yetapa,passeriformes,tyrannidae,Aves
black-and-white monjita,heteroxolmis dominicana,passeriformes,tyrannidae,Aves
cock-tailed tyrant,alectrurus tricolor,passeriformes,tyrannidae,Aves
strange-tailed tyrant,alectrurus risora,passeriformes,tyrannidae,Aves
crowned chat-tyrant,silvicultrix frontalis,passeriformes,tyrannidae,Aves
jelski's chat-tyrant,silvicultrix jelskii,passeriformes,tyrannidae,Aves
golden-browed chat-tyrant,silvicultrix pulchella,passeriformes,tyrannidae,Aves
yellow-bellied chat-tyrant,silvicultrix diadema,passeriformes,tyrannidae,Aves
patagonian tyrant,colorhamphus parvirostris,passeriformes,tyrannidae,Aves
tumbes chat-tyrant,ochthoeca salvini,passeriformes,tyrannidae,Aves
chestnut-bellied chat-tyrant,ochthoeca cinnamomeiventris,passeriformes,tyrannidae,Aves
blackish chat-tyrant,ochthoeca nigrita,passeriformes,tyrannidae,Aves
maroon-belted chat-tyrant,ochthoeca thoracica,passeriformes,tyrannidae,Aves
rufous-breasted chat-tyrant,ochthoeca rufipectoralis,passeriformes,tyrannidae,Aves
brown-backed chat-tyrant,ochthoeca fumicolor,passeriformes,tyrannidae,Aves
rufous-browed chat-tyrant,ochthoeca superciliosa,passeriformes,tyrannidae,Aves
d'orbigny's chat-tyrant,ochthoeca oenanthoides,passeriformes,tyrannidae,Aves
piura chat-tyrant,ochthoeca piurae,passeriformes,tyrannidae,Aves
white-browed chat-tyrant,ochthoeca leucophrys,passeriformes,tyrannidae,Aves
chat-tyrant sp.,silvicultrix/ochthoeca sp.,passeriformes,tyrannidae,Aves
long-tailed tyrant,colonia colonus,passeriformes,tyrannidae,Aves
short-tailed field tyrant,muscigralla brevicauda,passeriformes,tyrannidae,Aves
large-headed flatbill,ramphotrigon megacephalum,passeriformes,tyrannidae,Aves
rufous-tailed flatbill,ramphotrigon ruficauda,passeriformes,tyrannidae,Aves
flammulated flycatcher,ramphotrigon flammulatum,passeriformes,tyrannidae,Aves
dusky-tailed flatbill,ramphotrigon fuscicauda,passeriformes,tyrannidae,Aves
ramphotrigon sp.,ramphotrigon sp.,passeriformes,tyrannidae,Aves
rufous-tailed attila,attila phoenicurus,passeriformes,tyrannidae,Aves
cinnamon attila,attila cinnamomeus,passeriformes,tyrannidae,Aves
ochraceous attila,attila torridus,passeriformes,tyrannidae,Aves
citron-bellied attila,attila citriniventris,passeriformes,tyrannidae,Aves
dull-capped attila,attila bolivianus,passeriformes,tyrannidae,Aves
grey-hooded attila,attila rufus,passeriformes,tyrannidae,Aves
bright-rumped attila,attila spadiceus,passeriformes,tyrannidae,Aves
attila sp.,attila sp.,passeriformes,tyrannidae,Aves
choco sirystes,sirystes albogriseus,passeriformes,tyrannidae,Aves
white-rumped sirystes,sirystes albocinereus,passeriformes,tyrannidae,Aves
todd's sirystes,sirystes subcanescens,passeriformes,tyrannidae,Aves
sibilant sirystes,sirystes sibilator,passeriformes,tyrannidae,Aves
sirystes sp.,sirystes sp.,passeriformes,tyrannidae,Aves
rufous casiornis,casiornis rufus,passeriformes,tyrannidae,Aves
ash-throated casiornis,casiornis fuscus,passeriformes,tyrannidae,Aves
rufous mourner,rhytipterna holerythra,passeriformes,tyrannidae,Aves
greyish mourner,rhytipterna simplex,passeriformes,tyrannidae,Aves
pale-bellied mourner,rhytipterna immunda,passeriformes,tyrannidae,Aves
rufous flycatcher,myiarchus semirufus,passeriformes,tyrannidae,Aves
yucatan flycatcher,myiarchus yucatanensis,passeriformes,tyrannidae,Aves
sad flycatcher,myiarchus barbirostris,passeriformes,tyrannidae,Aves
dusky-capped flycatcher,myiarchus tuberculifer,passeriformes,tyrannidae,Aves
swainson's flycatcher,myiarchus swainsoni,passeriformes,tyrannidae,Aves
venezuelan flycatcher,myiarchus venezuelensis,passeriformes,tyrannidae,Aves
panama flycatcher,myiarchus panamensis,passeriformes,tyrannidae,Aves
venezuelan/panama flycatcher,myiarchus venezuelensis/panamensis,passeriformes,tyrannidae,Aves
short-crested flycatcher,myiarchus ferox,passeriformes,tyrannidae,Aves
apical flycatcher,myiarchus apicalis,passeriformes,tyrannidae,Aves
sooty-crowned flycatcher,myiarchus phaeocephalus,passeriformes,tyrannidae,Aves
pale-edged flycatcher,myiarchus cephalotes,passeriformes,tyrannidae,Aves
ash-throated flycatcher,myiarchus cinerascens,passeriformes,tyrannidae,Aves
nutting's flycatcher,myiarchus nuttingi,passeriformes,tyrannidae,Aves
ash-throated/nutting's flycatcher,myiarchus cinerascens/nuttingi,passeriformes,tyrannidae,Aves
great crested flycatcher,myiarchus crinitus,passeriformes,tyrannidae,Aves
brown-crested flycatcher,myiarchus tyrannulus,passeriformes,tyrannidae,Aves
galapagos flycatcher,myiarchus magnirostris,passeriformes,tyrannidae,Aves
grenada flycatcher,myiarchus nugator,passeriformes,tyrannidae,Aves
rufous-tailed flycatcher,myiarchus validus,passeriformes,tyrannidae,Aves
la sagra's flycatcher,myiarchus sagrae,passeriformes,tyrannidae,Aves
stolid flycatcher,myiarchus stolidus,passeriformes,tyrannidae,Aves
puerto rican flycatcher,myiarchus antillarum,passeriformes,tyrannidae,Aves
lesser antillean flycatcher,myiarchus oberi,passeriformes,tyrannidae,Aves
myiarchus sp.,myiarchus sp.,passeriformes,tyrannidae,Aves
cattle tyrant,machetornis rixosa,passeriformes,tyrannidae,Aves
lesser kiskadee,philohydor lictor,passeriformes,tyrannidae,Aves
great kiskadee,pitangus sulphuratus,passeriformes,tyrannidae,Aves
boat-billed flycatcher,megarynchus pitangua,passeriformes,tyrannidae,Aves
rusty-margined flycatcher,myiozetetes cayanensis,passeriformes,tyrannidae,Aves
social flycatcher,myiozetetes similis,passeriformes,tyrannidae,Aves
rusty-margined/social flycatcher,myiozetetes cayanensis/similis,passeriformes,tyrannidae,Aves
grey-capped flycatcher,myiozetetes granadensis,passeriformes,tyrannidae,Aves
dusky-chested flycatcher,myiozetetes luteiventris,passeriformes,tyrannidae,Aves
grey-capped/dusky-chested flycatcher,myiozetetes granadensis/luteiventris,passeriformes,tyrannidae,Aves
white-bearded flycatcher,phelpsia inornata,passeriformes,tyrannidae,Aves
white-ringed flycatcher,conopias albovittatus,passeriformes,tyrannidae,Aves
yellow-throated flycatcher,conopias parvus,passeriformes,tyrannidae,Aves
three-striped flycatcher,conopias trivirgatus,passeriformes,tyrannidae,Aves
yellow-throated/three-striped flycatcher,conopias parvus/trivirgatus,passeriformes,tyrannidae,Aves
lemon-browed flycatcher,conopias cinchoneti,passeriformes,tyrannidae,Aves
golden-bellied flycatcher,myiodynastes hemichrysus,passeriformes,tyrannidae,Aves
golden-crowned flycatcher,myiodynastes chrysocephalus,passeriformes,tyrannidae,Aves
baird's flycatcher,myiodynastes bairdii,passeriformes,tyrannidae,Aves
streaked flycatcher,myiodynastes maculatus,passeriformes,tyrannidae,Aves
sulphur-bellied flycatcher,myiodynastes luteiventris,passeriformes,tyrannidae,Aves
streaked/sulphur-bellied flycatcher,myiodynastes maculatus/luteiventris,passeriformes,tyrannidae,Aves
piratic flycatcher,legatus leucophaius,passeriformes,tyrannidae,Aves
variegated flycatcher,empidonomus varius,passeriformes,tyrannidae,Aves
crowned slaty flycatcher,empidonomus aurantioatrocristatus,passeriformes,tyrannidae,Aves
sulphury flycatcher,tyrannopsis sulphurea,passeriformes,tyrannidae,Aves
snowy-throated kingbird,tyrannus niveigularis,passeriformes,tyrannidae,Aves
white-throated kingbird,tyrannus albogularis,passeriformes,tyrannidae,Aves
tropical kingbird,tyrannus melancholicus,passeriformes,tyrannidae,Aves
white-throated/tropical kingbird,tyrannus albogularis/melancholicus,passeriformes,tyrannidae,Aves
couch's kingbird,tyrannus couchii,passeriformes,tyrannidae,Aves
tropical/couch's kingbird,tyrannus melancholicus/couchii,passeriformes,tyrannidae,Aves
cassin's kingbird,tyrannus vociferans,passeriformes,tyrannidae,Aves
thick-billed kingbird,tyrannus crassirostris,passeriformes,tyrannidae,Aves
western kingbird,tyrannus verticalis,passeriformes,tyrannidae,Aves
cassin's/western kingbird,tyrannus vociferans/verticalis,passeriformes,tyrannidae,Aves
yellow-bellied kingbird sp.,tyrannus sp. (yellow-bellied),passeriformes,tyrannidae,Aves
eastern kingbird,tyrannus tyrannus,passeriformes,tyrannidae,Aves
grey kingbird,tyrannus dominicensis,passeriformes,tyrannidae,Aves
loggerhead kingbird,tyrannus caudifasciatus,passeriformes,tyrannidae,Aves
giant kingbird,tyrannus cubensis,passeriformes,tyrannidae,Aves
scissor-tailed flycatcher,tyrannus forficatus,passeriformes,tyrannidae,Aves
fork-tailed flycatcher,tyrannus savana,passeriformes,tyrannidae,Aves
tyrannus sp.,tyrannus sp.,passeriformes,tyrannidae,Aves
new world flycatcher sp.,tyrannidae sp.,passeriformes,tyrannidae,Aves
albert's lyrebird,menura alberti,passeriformes,menuridae,Aves
superb lyrebird,menura novaehollandiae,passeriformes,menuridae,Aves
rufous scrub-bird,atrichornis rufescens,passeriformes,atrichornithidae,Aves
noisy scrub-bird,atrichornis clamosus,passeriformes,atrichornithidae,Aves
white-eared catbird,ailuroedus buccoides,passeriformes,ptilonorhynchidae,Aves
ochre-breasted catbird,ailuroedus stonii,passeriformes,ptilonorhynchidae,Aves
tan-capped catbird,ailuroedus geislerorum,passeriformes,ptilonorhynchidae,Aves
spotted catbird,ailuroedus maculosus,passeriformes,ptilonorhynchidae,Aves
huon catbird,ailuroedus astigmaticus,passeriformes,ptilonorhynchidae,Aves
black-capped catbird,ailuroedus melanocephalus,passeriformes,ptilonorhynchidae,Aves
northern catbird,ailuroedus jobiensis,passeriformes,ptilonorhynchidae,Aves
arfak catbird,ailuroedus arfakianus,passeriformes,ptilonorhynchidae,Aves
black-eared catbird,ailuroedus melanotis,passeriformes,ptilonorhynchidae,Aves
green catbird,ailuroedus crassirostris,passeriformes,ptilonorhynchidae,Aves
australasian catbird sp.,ailuroedus sp.,passeriformes,ptilonorhynchidae,Aves
tooth-billed bowerbird,scenopoeetes dentirostris,passeriformes,ptilonorhynchidae,Aves
archbold's bowerbird,archboldia papuensis,passeriformes,ptilonorhynchidae,Aves
vogelkop bowerbird,amblyornis inornata,passeriformes,ptilonorhynchidae,Aves
macgregor's bowerbird,amblyornis macgregoriae,passeriformes,ptilonorhynchidae,Aves
streaked bowerbird,amblyornis subalaris,passeriformes,ptilonorhynchidae,Aves
golden-fronted bowerbird,amblyornis flavifrons,passeriformes,ptilonorhynchidae,Aves
golden bowerbird,prionodura newtoniana,passeriformes,ptilonorhynchidae,Aves
masked bowerbird,sericulus aureus,passeriformes,ptilonorhynchidae,Aves
flame bowerbird,sericulus ardens,passeriformes,ptilonorhynchidae,Aves
fire-maned bowerbird,sericulus bakeri,passeriformes,ptilonorhynchidae,Aves
regent bowerbird,sericulus chrysocephalus,passeriformes,ptilonorhynchidae,Aves
satin bowerbird,ptilonorhynchus violaceus,passeriformes,ptilonorhynchidae,Aves
western bowerbird,chlamydera guttata,passeriformes,ptilonorhynchidae,Aves
spotted bowerbird,chlamydera maculata,passeriformes,ptilonorhynchidae,Aves
great bowerbird,chlamydera nuchalis,passeriformes,ptilonorhynchidae,Aves
yellow-breasted bowerbird,chlamydera lauterbachi,passeriformes,ptilonorhynchidae,Aves
fawn-breasted bowerbird,chlamydera cerviniventris,passeriformes,ptilonorhynchidae,Aves
papuan treecreeper,cormobates placens,passeriformes,climacteridae,Aves
white-throated treecreeper,cormobates leucophaea,passeriformes,climacteridae,Aves
white-browed treecreeper,climacteris affinis,passeriformes,climacteridae,Aves
red-browed treecreeper,climacteris erythrops,passeriformes,climacteridae,Aves
brown treecreeper,climacteris picumnus,passeriformes,climacteridae,Aves
black-tailed treecreeper,climacteris melanurus,passeriformes,climacteridae,Aves
rufous treecreeper,climacteris rufus,passeriformes,climacteridae,Aves
australian treecreeper sp.,climacteridae sp.,passeriformes,climacteridae,Aves
grey grasswren,amytornis barbatus,passeriformes,maluridae,Aves
rufous grasswren,amytornis whitei,passeriformes,maluridae,Aves
opalton grasswren,amytornis rowleyi,passeriformes,maluridae,Aves
striated grasswren,amytornis striatus,passeriformes,maluridae,Aves
white-throated grasswren,amytornis woodwardi,passeriformes,maluridae,Aves
carpentarian grasswren,amytornis dorotheae,passeriformes,maluridae,Aves
short-tailed grasswren,amytornis merrotsyi,passeriformes,maluridae,Aves
western grasswren,amytornis textilis,passeriformes,maluridae,Aves
thick-billed grasswren,amytornis modestus,passeriformes,maluridae,Aves
black grasswren,amytornis housei,passeriformes,maluridae,Aves
eyrean grasswren,amytornis goyderi,passeriformes,maluridae,Aves
dusky grasswren,amytornis purnelli,passeriformes,maluridae,Aves
kalkadoon grasswren,amytornis ballarae,passeriformes,maluridae,Aves
southern emuwren,stipiturus malachurus,passeriformes,maluridae,Aves
rufous-crowned emuwren,stipiturus ruficeps,passeriformes,maluridae,Aves
mallee emuwren,stipiturus mallee,passeriformes,maluridae,Aves
wallace's fairywren,sipodotus wallacii,passeriformes,maluridae,Aves
orange-crowned fairywren,clytomyias insignis,passeriformes,maluridae,Aves
broad-billed fairywren,chenorhamphus grayi,passeriformes,maluridae,Aves
campbell's fairywren,chenorhamphus campbelli,passeriformes,maluridae,Aves
emperor fairywren,malurus cyanocephalus,passeriformes,maluridae,Aves
purple-crowned fairywren,malurus coronatus,passeriformes,maluridae,Aves
red-winged fairywren,malurus elegans,passeriformes,maluridae,Aves
blue-breasted fairywren,malurus pulcherrimus,passeriformes,maluridae,Aves
purple-backed fairywren,malurus assimilis,passeriformes,maluridae,Aves
variegated fairywren,malurus lamberti,passeriformes,maluridae,Aves
purple-backed/variegated fairywren,malurus assimilis/lamberti,passeriformes,maluridae,Aves
lovely fairywren,malurus amabilis,passeriformes,maluridae,Aves
splendid fairywren,malurus splendens,passeriformes,maluridae,Aves
superb fairywren,malurus cyaneus,passeriformes,maluridae,Aves
white-winged fairywren,malurus leucopterus,passeriformes,maluridae,Aves
red-backed fairywren,malurus melanocephalus,passeriformes,maluridae,Aves
white-shouldered fairywren,malurus alboscapulatus,passeriformes,maluridae,Aves
fairywren sp.,malurus sp.,passeriformes,maluridae,Aves
dark-eared myza,myza celebensis,passeriformes,meliphagidae,Aves
white-eared myza,myza sarasinorum,passeriformes,meliphagidae,Aves
dark-eared/white-eared myza,myza celebensis/sarasinorum,passeriformes,meliphagidae,Aves
eastern spinebill,acanthorhynchus tenuirostris,passeriformes,meliphagidae,Aves
western spinebill,acanthorhynchus superciliosus,passeriformes,meliphagidae,Aves
pied honeyeater,certhionyx variegatus,passeriformes,meliphagidae,Aves
plain honeyeater,pycnopygius ixoides,passeriformes,meliphagidae,Aves
marbled honeyeater,pycnopygius cinereus,passeriformes,meliphagidae,Aves
streak-headed honeyeater,pycnopygius stictocephalus,passeriformes,meliphagidae,Aves
tui,prosthemadera novaeseelandiae,passeriformes,meliphagidae,Aves
new zealand bellbird,anthornis melanura,passeriformes,meliphagidae,Aves
tui/new zealand bellbird,prosthemadera novaeseelandiae/anthornis melanura,passeriformes,meliphagidae,Aves
chatham island bellbird,anthornis melanocephala,passeriformes,meliphagidae,Aves
puff-backed honeyeater,meliphaga aruensis,passeriformes,meliphagidae,Aves
yellow-spotted honeyeater,meliphaga notata,passeriformes,meliphagidae,Aves
lewin's honeyeater,meliphaga lewinii,passeriformes,meliphagidae,Aves
streak-breasted honeyeater,territornis reticulata,passeriformes,meliphagidae,Aves
kimberley honeyeater,territornis fordiana,passeriformes,meliphagidae,Aves
white-lined honeyeater,territornis albilineata,passeriformes,meliphagidae,Aves
orange-cheeked honeyeater,oreornis chrysogenys,passeriformes,meliphagidae,Aves
forest honeyeater,microptilotis montanus,passeriformes,meliphagidae,Aves
mottled honeyeater,microptilotis mimikae,passeriformes,meliphagidae,Aves
yellow-gaped honeyeater,microptilotis flavirictus,passeriformes,meliphagidae,Aves
mountain honeyeater,microptilotis orientalis,passeriformes,meliphagidae,Aves
scrub honeyeater,microptilotis albonotatus,passeriformes,meliphagidae,Aves
mimic honeyeater,microptilotis analogus,passeriformes,meliphagidae,Aves
tagula honeyeater,microptilotis vicina,passeriformes,meliphagidae,Aves
graceful honeyeater,microptilotis gracilis,passeriformes,meliphagidae,Aves
cryptic honeyeater,microptilotis imitatrix,passeriformes,meliphagidae,Aves
elegant honeyeater,microptilotis cinereifrons,passeriformes,meliphagidae,Aves
graceful/elegant honeyeater,microptilotis gracilis/cinereifrons,passeriformes,meliphagidae,Aves
meliphaga/territornis/microptilotis sp.,meliphaga/territornis/microptilotis sp.,passeriformes,meliphagidae,Aves
yellow honeyeater,stomiopera flava,passeriformes,meliphagidae,Aves
white-gaped honeyeater,stomiopera unicolor,passeriformes,meliphagidae,Aves
white-fronted honeyeater,purnella albifrons,passeriformes,meliphagidae,Aves
yellow-faced honeyeater,caligavis chrysops,passeriformes,meliphagidae,Aves
black-throated honeyeater,caligavis subfrenata,passeriformes,meliphagidae,Aves
obscure honeyeater,caligavis obscura,passeriformes,meliphagidae,Aves
yellow-tufted honeyeater,lichenostomus melanops,passeriformes,meliphagidae,Aves
purple-gaped honeyeater,lichenostomus cratitius,passeriformes,meliphagidae,Aves
bell miner,manorina melanophrys,passeriformes,meliphagidae,Aves
noisy miner,manorina melanocephala,passeriformes,meliphagidae,Aves
yellow-throated miner,manorina flavigula,passeriformes,meliphagidae,Aves
black-eared miner,manorina melanotis,passeriformes,meliphagidae,Aves
miner sp. (manorina sp.),manorina sp.,passeriformes,meliphagidae,Aves
sooty honeyeater,melionyx fuscus,passeriformes,meliphagidae,Aves
short-bearded honeyeater,melionyx nouhuysi,passeriformes,meliphagidae,Aves
long-bearded honeyeater,melionyx princeps,passeriformes,meliphagidae,Aves
ornate melidectes,melidectes torquatus,passeriformes,meliphagidae,Aves
cinnamon-browed melidectes,melidectes ochromelas,passeriformes,meliphagidae,Aves
vogelkop melidectes,melidectes leucostephes,passeriformes,meliphagidae,Aves
huon melidectes,melidectes foersteri,passeriformes,meliphagidae,Aves
belford's melidectes,melidectes belfordi,passeriformes,meliphagidae,Aves
yellow-browed melidectes,melidectes rufocrissalis,passeriformes,meliphagidae,Aves
belford's/yellow-browed melidectes,melidectes belfordi/rufocrissalis,passeriformes,meliphagidae,Aves
melidectes sp.,melidectes sp.,passeriformes,meliphagidae,Aves
bridled honeyeater,bolemoreus frenatus,passeriformes,meliphagidae,Aves
eungella honeyeater,bolemoreus hindwoodi,passeriformes,meliphagidae,Aves
spiny-cheeked honeyeater,acanthagenys rufogularis,passeriformes,meliphagidae,Aves
little wattlebird,anthochaera chrysoptera,passeriformes,meliphagidae,Aves
western wattlebird,anthochaera lunulata,passeriformes,meliphagidae,Aves
regent honeyeater,anthochaera phrygia,passeriformes,meliphagidae,Aves
red wattlebird,anthochaera carunculata,passeriformes,meliphagidae,Aves
yellow wattlebird,anthochaera paradoxa,passeriformes,meliphagidae,Aves
wattlebird sp.,anthochaera sp.,passeriformes,meliphagidae,Aves
varied honeyeater,gavicalis versicolor,passeriformes,meliphagidae,Aves
mangrove honeyeater,gavicalis fasciogularis,passeriformes,meliphagidae,Aves
singing honeyeater,gavicalis virescens,passeriformes,meliphagidae,Aves
gavicalis sp.,gavicalis sp.,passeriformes,meliphagidae,Aves
yellow-plumed honeyeater,ptilotula ornata,passeriformes,meliphagidae,Aves
white-plumed honeyeater,ptilotula penicillata,passeriformes,meliphagidae,Aves
yellow-tinted honeyeater,ptilotula flavescens,passeriformes,meliphagidae,Aves
fuscous honeyeater,ptilotula fusca,passeriformes,meliphagidae,Aves
grey-headed honeyeater,ptilotula keartlandi,passeriformes,meliphagidae,Aves
grey-fronted honeyeater,ptilotula plumula,passeriformes,meliphagidae,Aves
bougainville honeyeater,stresemannia bougainvillei,passeriformes,meliphagidae,Aves
brown-backed honeyeater,ramsayornis modestus,passeriformes,meliphagidae,Aves
bar-breasted honeyeater,ramsayornis fasciatus,passeriformes,meliphagidae,Aves
rufous-banded honeyeater,conopophila albogularis,passeriformes,meliphagidae,Aves
rufous-throated honeyeater,conopophila rufogularis,passeriformes,meliphagidae,Aves
grey honeyeater,conopophila whitei,passeriformes,meliphagidae,Aves
gibber chat,ashbyia lovensis,passeriformes,meliphagidae,Aves
yellow chat,epthianura crocea,passeriformes,meliphagidae,Aves
crimson chat,epthianura tricolor,passeriformes,meliphagidae,Aves
orange chat,epthianura aurifrons,passeriformes,meliphagidae,Aves
white-fronted chat,epthianura albifrons,passeriformes,meliphagidae,Aves
arfak honeyeater,melipotes gymnops,passeriformes,meliphagidae,Aves
smoky honeyeater,melipotes fumigatus,passeriformes,meliphagidae,Aves
foja honeyeater,melipotes carolae,passeriformes,meliphagidae,Aves
spangled honeyeater,melipotes ater,passeriformes,meliphagidae,Aves
melipotes sp.,melipotes sp.,passeriformes,meliphagidae,Aves
macgregor's honeyeater,macgregoria pulchra,passeriformes,meliphagidae,Aves
long-billed honeyeater,melilestes megarhynchus,passeriformes,meliphagidae,Aves
olive straightbill,timeliopsis fulvigula,passeriformes,meliphagidae,Aves
tawny straightbill,timeliopsis griseigula,passeriformes,meliphagidae,Aves
black honeyeater,sugomel nigrum,passeriformes,meliphagidae,Aves
bismarck honeyeater,vosea whitemanensis,passeriformes,meliphagidae,Aves
seram myzomela,myzomela blasii,passeriformes,meliphagidae,Aves
white-chinned myzomela,myzomela albigula,passeriformes,meliphagidae,Aves
ruby-throated myzomela,myzomela eques,passeriformes,meliphagidae,Aves
ashy myzomela,myzomela cineracea,passeriformes,meliphagidae,Aves
dusky myzomela,myzomela obscura,passeriformes,meliphagidae,Aves
red myzomela,myzomela cruentata,passeriformes,meliphagidae,Aves
papuan black myzomela,myzomela nigrita,passeriformes,meliphagidae,Aves
new ireland myzomela,myzomela pulchella,passeriformes,meliphagidae,Aves
alor myzomela,myzomela prawiradilagae,passeriformes,meliphagidae,Aves
crimson-hooded myzomela,myzomela kuehni,passeriformes,meliphagidae,Aves
red-headed myzomela,myzomela erythrocephala,passeriformes,meliphagidae,Aves
sumba myzomela,myzomela dammermani,passeriformes,meliphagidae,Aves
rote myzomela,myzomela irianawidodoae,passeriformes,meliphagidae,Aves
elfin myzomela,myzomela adolphinae,passeriformes,meliphagidae,Aves
sulawesi myzomela,myzomela chloroptera,passeriformes,meliphagidae,Aves
bacan myzomela,myzomela batjanensis,passeriformes,meliphagidae,Aves
taliabu myzomela,myzomela wahe,passeriformes,meliphagidae,Aves
wakolo myzomela,myzomela wakoloensis,passeriformes,meliphagidae,Aves
banda myzomela,myzomela boiei,passeriformes,meliphagidae,Aves
new caledonian myzomela,myzomela caledonica,passeriformes,meliphagidae,Aves
scarlet myzomela,myzomela sanguinolenta,passeriformes,meliphagidae,Aves
micronesian myzomela,myzomela rubratra,passeriformes,meliphagidae,Aves
cardinal myzomela,myzomela cardinalis,passeriformes,meliphagidae,Aves
samoan myzomela,myzomela nigriventris,passeriformes,meliphagidae,Aves
rotuma myzomela,myzomela chermesina,passeriformes,meliphagidae,Aves
sclater's myzomela,myzomela sclateri,passeriformes,meliphagidae,Aves
bismarck black myzomela,myzomela pammelaena,passeriformes,meliphagidae,Aves
scarlet-naped myzomela,myzomela lafargei,passeriformes,meliphagidae,Aves
yellow-vented myzomela,myzomela eichhorni,passeriformes,meliphagidae,Aves
red-bellied myzomela,myzomela malaitae,passeriformes,meliphagidae,Aves
black-headed myzomela,myzomela melanocephala,passeriformes,meliphagidae,Aves
sooty myzomela,myzomela tristrami,passeriformes,meliphagidae,Aves
orange-breasted myzomela,myzomela jugularis,passeriformes,meliphagidae,Aves
black-bellied myzomela,myzomela erythromelas,passeriformes,meliphagidae,Aves
black-breasted myzomela,myzomela vulnerata,passeriformes,meliphagidae,Aves
red-collared myzomela,myzomela rosenbergii,passeriformes,meliphagidae,Aves
long-billed myzomela,myzomela longirostris,passeriformes,meliphagidae,Aves
myzomela sp.,myzomela sp.,passeriformes,meliphagidae,Aves
barred honeyeater,gliciphila undulata,passeriformes,meliphagidae,Aves
tawny-crowned honeyeater,gliciphila melanops,passeriformes,meliphagidae,Aves
vanuatu honeyeater,gliciphila notabilis,passeriformes,meliphagidae,Aves
green-backed honeyeater,glycichaera fallax,passeriformes,meliphagidae,Aves
leaden honeyeater,ptiloprora plumbea,passeriformes,meliphagidae,Aves
yellow-streaked honeyeater,ptiloprora meekiana,passeriformes,meliphagidae,Aves
rufous-sided honeyeater,ptiloprora erythropleura,passeriformes,meliphagidae,Aves
mayr's honeyeater,ptiloprora mayri,passeriformes,meliphagidae,Aves
rufous-backed honeyeater,ptiloprora guisei,passeriformes,meliphagidae,Aves
grey-streaked honeyeater,ptiloprora perstriata,passeriformes,meliphagidae,Aves
banded honeyeater,cissomela pectoralis,passeriformes,meliphagidae,Aves
sunda honeyeater,lichmera lombokia,passeriformes,meliphagidae,Aves
olive honeyeater,lichmera argentauris,passeriformes,meliphagidae,Aves
brown honeyeater,lichmera indistincta,passeriformes,meliphagidae,Aves
dark-brown honeyeater,lichmera incana,passeriformes,meliphagidae,Aves
white-tufted honeyeater,lichmera squamata,passeriformes,meliphagidae,Aves
silver-eared honeyeater,lichmera alboauricularis,passeriformes,meliphagidae,Aves
buru honeyeater,lichmera deningeri,passeriformes,meliphagidae,Aves
seram honeyeater,lichmera monticola,passeriformes,meliphagidae,Aves
yellow-eared honeyeater,lichmera flavicans,passeriformes,meliphagidae,Aves
