sci_name,class,order,family,primary_com_name
microtus quasiater,mammalia,rodentia,cricetidae,jalapan pine vole
myotis muricola,mammalia,chiroptera,vespertilionidae,nepalese whiskered myotis
otonycteris hemprichii,mammalia,chiroptera,vespertilionidae,common desert long-eared bat
nyctalus furvus,mammalia,chiroptera,vespertilionidae,japanese lesser noctule
pseudoromicia kityoi,mammalia,chiroptera,vespertilionidae,kityo's serotine
akodon varius,mammalia,rodentia,cricetidae,variable akodont
akodon albiventer,mammalia,rodentia,cricetidae,white-bellied akodont
sigmodon planifrons,mammalia,rodentia,cricetidae,miahuatlán cotton rat
thainycteris torquatus,mammalia,chiroptera,vespertilionidae,formosan yellow-throated bat
mops nanulus,mammalia,chiroptera,molossidae,dwarf free-tailed bat
pipistrellus pipistrellus,mammalia,chiroptera,vespertilionidae,common pipistrelle
mimetillus moloneyi,mammalia,chiroptera,vespertilionidae,moloney's flat-headed vesper bat
lasiurus minor,mammalia,chiroptera,vespertilionidae,minor red bat
gerbillus cheesmani,mammalia,rodentia,muridae,cheesman's gerbil
myotis yumanensis,mammalia,chiroptera,vespertilionidae,yuma myotis
myotis csorbai,mammalia,chiroptera,vespertilionidae,csorba's mouse-eared myotis
phalanger matabiru,mammalia,diprotodontia,phalangeridae,blue-eyed cuscus
strigocuscus pelengensis,mammalia,diprotodontia,phalangeridae,banggai cuscus
myotis punicus,mammalia,chiroptera,vespertilionidae,felten's myotis
chrotopterus auritus,mammalia,chiroptera,phyllostomidae,big-eared woolly bat
microtus paradoxus,mammalia,rodentia,cricetidae,paradox vole
gerbillus henleyi,mammalia,rodentia,muridae,pygmy gerbil
rhogeessa gracilis,mammalia,chiroptera,vespertilionidae,slender yellow bat
reithrodontomys burti,mammalia,rodentia,cricetidae,sonoran harvest mouse
lonchophylla orienticollina,mammalia,chiroptera,phyllostomidae,eastern cordilleran nectar bat
mus platythrix,mammalia,rodentia,muridae,flat-haired mouse
nyctalus montanus,mammalia,chiroptera,vespertilionidae,himalayan noctule
myotis ridleyi,mammalia,chiroptera,vespertilionidae,ridley's myotis
glauconycteris superba,mammalia,chiroptera,vespertilionidae,badger bat
glossophaga soricina,mammalia,chiroptera,phyllostomidae,pallas's long-tongued bat
mus cervicolor,mammalia,rodentia,muridae,fawn-colored mouse
micronycteris giovanniae,mammalia,chiroptera,phyllostomidae,giovanni's big-eared bat
lophuromys roseveari,mammalia,rodentia,muridae,mount cameroon brush-furred rat
myotis bartelsii,mammalia,chiroptera,vespertilionidae,bartels's myotis
acomys wilsoni,mammalia,rodentia,muridae,wilson's spiny mouse
tylonycteris pachypus,mammalia,chiroptera,vespertilionidae,club-footed bat
aeorestes egregius,mammalia,chiroptera,vespertilionidae,giant red bat
gerbillus pulvinatus,mammalia,rodentia,muridae,cushioned gerbil
coleura kibomalandy,mammalia,chiroptera,emballonuridae,madagascar sheath-tailed bat
phyllostomus elongatus,mammalia,chiroptera,phyllostomidae,lesser spear-nosed bat
marmota baibacina,mammalia,rodentia,sciuridae,gray marmot
hsunycteris dashe,mammalia,chiroptera,phyllostomidae,dashe's nectar-feeding bat
sciurus pucheranii,mammalia,rodentia,sciuridae,andean squirrel
vespadelus caurinus,mammalia,chiroptera,vespertilionidae,little brown bat
saccopteryx leptura,mammalia,chiroptera,emballonuridae,brown white-lined bat
allactaga severtzovi,mammalia,rodentia,dipodidae,severtzov's jerboa
neotoma albigula,mammalia,rodentia,cricetidae,white-throated woodrat
myotis dominicensis,mammalia,chiroptera,vespertilionidae,dominican myotis
alticola tuvinicus,mammalia,rodentia,cricetidae,tuva mountain vole
myotis nimbaensis,mammalia,chiroptera,vespertilionidae,nimba myotis
tamias merriami,mammalia,rodentia,sciuridae,merriam's chipmunk
akodon mimus,mammalia,rodentia,cricetidae,hocicudo-like akodont
tamias dorsalis,mammalia,rodentia,sciuridae,cliff chipmunk
myotis bakeri,mammalia,chiroptera,vespertilionidae,baker's myotis
lasiurus varius,mammalia,chiroptera,vespertilionidae,chilean red bat
pipistrellus endoi,mammalia,chiroptera,vespertilionidae,endo's pipistrelle
myotis elegans,mammalia,chiroptera,vespertilionidae,elegant myotis
neotoma cinerea,mammalia,rodentia,cricetidae,bushy-tailed woodrat
allactaga major,mammalia,rodentia,dipodidae,great jerboa
saccopteryx gymnura,mammalia,chiroptera,emballonuridae,amazonian sac-winged bat
vespadelus baverstocki,mammalia,chiroptera,vespertilionidae,baverstock's forest bat
sciurus pyrrhinus,mammalia,rodentia,sciuridae,junín red squirrel
phyllostomus hastatus,mammalia,chiroptera,phyllostomidae,greater spear-nosed bat
lophostoma kalkoae,mammalia,chiroptera,phyllostomidae,kalko's round-eared bat
gerbillus pusillus,mammalia,rodentia,muridae,least gerbil
microtus oeconomus,mammalia,rodentia,cricetidae,root vole
dasypterus ega,mammalia,chiroptera,vespertilionidae,southern yellow bat
tylonycteris robustula,mammalia,chiroptera,vespertilionidae,greater bamboo bat
glischropus aquilus,mammalia,chiroptera,vespertilionidae,dark thickthumbed bat
lophuromys verhageni,mammalia,rodentia,muridae,verhagen's brush-furred rat
perimyotis subflavus,mammalia,chiroptera,vespertilionidae,tricolored bat
mus caroli,mammalia,rodentia,muridae,ryukyu mouse
glossophaga morenoi,mammalia,chiroptera,phyllostomidae,western long-tongued bat
glauconycteris variegata,mammalia,chiroptera,vespertilionidae,leaf-winged bat
lonchophylla concava,mammalia,chiroptera,phyllostomidae,goldman's nectar bat
nyctalus noctula,mammalia,chiroptera,vespertilionidae,common noctule
scotozous dormeri,mammalia,chiroptera,vespertilionidae,dormer's pipistrelle
mus saxicola,mammalia,rodentia,muridae,saxicolous mouse
lonchophylla chocoana,mammalia,chiroptera,phyllostomidae,chocoan nectar bat
hsunycteris thomasi,mammalia,chiroptera,phyllostomidae,thomas's nectar bat
reithrodontomys brevirostris,mammalia,rodentia,cricetidae,short-nosed harvest mouse
rhogeessa genowaysi,mammalia,chiroptera,vespertilionidae,genoways's yellow bat
synaptomys borealis,mammalia,rodentia,cricetidae,northern bog lemming
spilocuscus papuensis,mammalia,diprotodontia,phalangeridae,waigeou cuscus
phalanger mimicus,mammalia,diprotodontia,phalangeridae,southern common cuscus
myotis daubentonii,mammalia,chiroptera,vespertilionidae,daubenton's myotis
antrozous pallidus,mammalia,chiroptera,vespertilionidae,pallid bat
mops mops,mammalia,chiroptera,molossidae,malayan free-tailed bat
sigmodon toltecus,mammalia,rodentia,cricetidae,toltec cotton rat
akodon affinis,mammalia,rodentia,cricetidae,colombian grass mouse
pseudoromicia nyanza,mammalia,chiroptera,vespertilionidae,nyanza serotine
nyctalus plancyi,mammalia,chiroptera,vespertilionidae,chinese noctule
nyctophilus walkeri,mammalia,chiroptera,vespertilionidae,pygmy long-eared bat
myotis myotis,mammalia,chiroptera,vespertilionidae,greater mouse-eared bat
akodon mystax,mammalia,rodentia,cricetidae,caparaó akodont
meriones rex,mammalia,rodentia,muridae,king jird
dipodillus somalicus,mammalia,rodentia,muridae,somalian dipodil
chalinolobus nigrogriseus,mammalia,chiroptera,vespertilionidae,hoary wattled bat
sigmodon peruanus,mammalia,rodentia,cricetidae,peruvian cotton rat
myotis hyrcanicus,mammalia,chiroptera,vespertilionidae,hyrcanian forest bat
gerbilliscus leucogaster,mammalia,rodentia,muridae,bushveld gerbil
gerbillus watersi,mammalia,rodentia,muridae,waters's gerbil
coleura gallarum,mammalia,chiroptera,emballonuridae,arabian sheath-tailed bat
lonchophylla dekeyseri,mammalia,chiroptera,phyllostomidae,dekeyser's nectar bat
hypsugo vordermanni,mammalia,chiroptera,vespertilionidae,vordermann's pipistrelle
mosia nigrescens,mammalia,chiroptera,emballonuridae,dark sheath-tailed bat
microtus tatricus,mammalia,rodentia,cricetidae,tatra pine vole
myotis levis,mammalia,chiroptera,vespertilionidae,yellowish myotis
scotophilus nucella,mammalia,chiroptera,vespertilionidae,lesser nut-colored house bat
sturnira bidens,mammalia,chiroptera,phyllostomidae,bidentate yellow-shouldered bat
nycticeinops bellieri,mammalia,chiroptera,vespertilionidae,bellier's serotine
akodon simulator,mammalia,rodentia,cricetidae,gray-bellied grass mouse
akodon fumeus,mammalia,rodentia,cricetidae,smoky akodont
myotis annatessae,mammalia,chiroptera,vespertilionidae,anna tess's myotis
tamias speciosus,mammalia,rodentia,sciuridae,lodgepole chipmunk
pipistrellus murrayi,mammalia,chiroptera,vespertilionidae,christmas island pipistrelle
sigmodon hispidus,mammalia,rodentia,cricetidae,hispid cotton rat
gerbillus andersoni,mammalia,rodentia,muridae,anderson's gerbil
myotis fortidens,mammalia,chiroptera,vespertilionidae,cinnamon myotis
myotis alcathoe,mammalia,chiroptera,vespertilionidae,alcathoe myotis
sciurus aestuans,mammalia,rodentia,sciuridae,guianan squirrel
reithrodontomys paradoxus,mammalia,rodentia,cricetidae,nicaraguan harvest mouse
strigocuscus celebensis,mammalia,diprotodontia,phalangeridae,sulawesi dwarf cuscus
acomys johannis,mammalia,rodentia,muridae,johan's spiny mouse
mus mayori,mammalia,rodentia,muridae,mayor's mouse
microtus duodecimcostatus,mammalia,rodentia,cricetidae,mediterranean pine vole
myotis vivesi,mammalia,chiroptera,vespertilionidae,fish-eating bat
myotis siligorensis,mammalia,chiroptera,vespertilionidae,himalayan whiskered myotis
microtus gerbei,mammalia,rodentia,cricetidae,gerbe's vole
hybomys planifrons,mammalia,rodentia,muridae,liberian forest hybomys
glauconycteris beatrix,mammalia,chiroptera,vespertilionidae,beatrix butterfly bat
tamias bulleri,mammalia,rodentia,sciuridae,buller's chipmunk
marmota caligata,mammalia,rodentia,sciuridae,hoary marmot
lophuromys ansorgei,mammalia,rodentia,muridae,ansorge's brush-furred rat
plecotus gaisleri,mammalia,chiroptera,vespertilionidae,gaisler's big-eared bat
phalanger sericeus,mammalia,diprotodontia,phalangeridae,silky cuscus
acomys louisae,mammalia,rodentia,muridae,louise's spiny mouse
centronycteris centralis,mammalia,chiroptera,emballonuridae,thomas's shaggy bat
reithrodontomys tenuirostris,mammalia,rodentia,cricetidae,narrow-nosed harvest mouse
scotophilus dinganii,mammalia,chiroptera,vespertilionidae,african yellow bat
gerbillus nancillus,mammalia,rodentia,muridae,sudan gerbil
gorilla gorilla,mammalia,primates,hominidae,western gorilla
sciurus deppei,mammalia,rodentia,sciuridae,deppe's squirrel
vespertilio sinensis,mammalia,chiroptera,vespertilionidae,asian particolored bat
taphozous mauritianus,mammalia,chiroptera,emballonuridae,mauritian tomb bat
myotis auriculus,mammalia,chiroptera,vespertilionidae,southwestern myotis
lophuromys sikapusi,mammalia,rodentia,muridae,rusty-bellied brush-furred rat
gerbillus acticola,mammalia,rodentia,muridae,berbera gerbil
myotis bombinus,mammalia,chiroptera,vespertilionidae,far eastern myotis
pipistrellus maderensis,mammalia,chiroptera,vespertilionidae,madeira pipistrelle
alticola lemminus,mammalia,rodentia,cricetidae,lemming mountain vole
myotis rufopictus,mammalia,chiroptera,vespertilionidae,orange-fingered myotis
tamias ruficaudus,mammalia,rodentia,sciuridae,red-tailed chipmunk
akodon juninensis,mammalia,rodentia,cricetidae,junín akodont
cynomys gunnisoni,mammalia,rodentia,sciuridae,gunnison's prairie dog
rhogeessa permutandis,mammalia,chiroptera,vespertilionidae,nicaraguan little yellow bat
sturnira ludovici,mammalia,chiroptera,phyllostomidae,highland yellow-shouldered bat
nyctophilus sherrini,mammalia,chiroptera,vespertilionidae,tasmania long-eared bat
scotoecus albigula,mammalia,chiroptera,vespertilionidae,white-bellied lesser house bat
rhynchonycteris naso,mammalia,chiroptera,emballonuridae,brazilian long-nosed bat
neoromicia guineensis,mammalia,chiroptera,vespertilionidae,guinean serotine
trachops cirrhosus,mammalia,chiroptera,phyllostomidae,fringe-lipped bat
gerbilliscus validus,mammalia,rodentia,muridae,savanna gerbil
myotis soror,mammalia,chiroptera,vespertilionidae,reddish myotis
lophostoma evotis,mammalia,chiroptera,phyllostomidae,davis's round-eared bat
glossophaga mutica,mammalia,chiroptera,phyllostomidae,merriam's long-tongued bat
dipodillus mackilligini,mammalia,rodentia,muridae,mackilligin's dipodil
meriones tristrami,mammalia,rodentia,muridae,tristram's jird
plecotus turkmenicus,mammalia,chiroptera,vespertilionidae,turkmen long-eared bat
akodon reigi,mammalia,rodentia,cricetidae,reig's akodont
hypsugo ariel,mammalia,chiroptera,vespertilionidae,desert pipistrelle
cormura brevirostris,mammalia,chiroptera,emballonuridae,chestnut sac-winged bat
microtus mujanensis,mammalia,rodentia,cricetidae,muisk vole
uromys caudimaculatus,mammalia,rodentia,muridae,giant white-tailed uromys
myotis nigricans,mammalia,chiroptera,vespertilionidae,black myotis
sturnira angeli,mammalia,chiroptera,phyllostomidae,dominica yellow-shouldered bat
nyctophilus gouldi,mammalia,chiroptera,vespertilionidae,gould's long-eared bat
pipistrellus collinus,mammalia,chiroptera,vespertilionidae,greater papuan pipistrelle
neoromicia bemainty,mammalia,chiroptera,vespertilionidae,dark madagascar pipistrelle
mus terricolor,mammalia,rodentia,muridae,earth-colored mouse
hypsugo petersi,mammalia,chiroptera,vespertilionidae,north wallacean pipistrelle
mops condylurus,mammalia,chiroptera,molossidae,angolan free-tailed bat
laephotis botswanae,mammalia,chiroptera,vespertilionidae,botswanan long-eared bat
gerbillus dongolanus,mammalia,rodentia,muridae,dongola gerbil
neotoma nelsoni,mammalia,rodentia,cricetidae,nelson's woodrat
microtus anatolicus,mammalia,rodentia,cricetidae,anatolian vole
lasionycteris noctivagans,mammalia,chiroptera,vespertilionidae,black bat
microtus ilaeus,mammalia,rodentia,cricetidae,kazakhstan vole
pipistrellus hanaki,mammalia,chiroptera,vespertilionidae,hanak's dwarf bat
neotoma bunkeri,mammalia,rodentia,cricetidae,bunker's wood rat
gerbillus garamantis,mammalia,rodentia,muridae,algerian gerbil
histiotus montanus,mammalia,chiroptera,vespertilionidae,small big-eared brown bat
pipistrellus tenuis,mammalia,chiroptera,vespertilionidae,indian pygmy bat
tylonycteris fulvida,mammalia,chiroptera,vespertilionidae,amber bamboo bat
lonchophylla fornicata,mammalia,chiroptera,phyllostomidae,pacific forest long-tongued bat
mus sorella,mammalia,rodentia,muridae,thomas's mouse
laephotis malagasyensis,mammalia,chiroptera,vespertilionidae,isalo serotine
pipistrellus pygmaeus,mammalia,chiroptera,vespertilionidae,soprano pipistrelle
myotis peninsularis,mammalia,chiroptera,vespertilionidae,peninsular myotis
uromys porculus,mammalia,rodentia,muridae,guadalcanal uromys
microtus maximowiczii,mammalia,rodentia,cricetidae,maximowicz's vole
nycticeinops schlieffenii,mammalia,chiroptera,vespertilionidae,schlieffen's bat
balantiopteryx plicata,mammalia,chiroptera,emballonuridae,gray sac-winged bat
hypsugo alaschanicus,mammalia,chiroptera,vespertilionidae,alashanian pipistrelle
myotis attenboroughi,mammalia,chiroptera,vespertilionidae,sir david attenborough's myotis
gerbillus rosalinda,mammalia,rodentia,muridae,rosalinda gerbil
sciurus stramineus,mammalia,rodentia,sciuridae,guayaquil squirrel
allactaga elater,mammalia,rodentia,dipodidae,small five-toed jerboa
neotoma mexicana,mammalia,rodentia,cricetidae,mexican woodrat
myotis frater,mammalia,chiroptera,vespertilionidae,fraternal myotis
sturnira nana,mammalia,chiroptera,phyllostomidae,lesser yellow-shouldered bat
tamias alpinus,mammalia,rodentia,sciuridae,alpine chipmunk
myotis escalerai,mammalia,chiroptera,vespertilionidae,escalera's myotis
tamias palmeri,mammalia,rodentia,sciuridae,palmer's chipmunk
myotis federatus,mammalia,chiroptera,vespertilionidae,malaysian whiskered myotis
lasiurus degelidus,mammalia,chiroptera,vespertilionidae,jamaican red bat
alticola semicanus,mammalia,rodentia,cricetidae,mongolian mountain vole
myotis chinensis,mammalia,chiroptera,vespertilionidae,large myotis
mus fragilicauda,mammalia,rodentia,muridae,sheath-tailed mouse
gerbillurus paeba,mammalia,rodentia,muridae,hairy-footed gerbil
lophuromys medicaudatus,mammalia,rodentia,muridae,western rift brush-furred rat
myotis lucifugus,mammalia,chiroptera,vespertilionidae,little brown bat
taphozous hildegardeae,mammalia,chiroptera,emballonuridae,hildegarde's tomb bat
vespadelus pumilus,mammalia,chiroptera,vespertilionidae,eastern forest bat
sciurus ignitus,mammalia,rodentia,sciuridae,bolivian squirrel
marmota himalayana,mammalia,rodentia,sciuridae,himalayan marmot
mimon bennettii,mammalia,chiroptera,phyllostomidae,southern golden bat
micronycteris yatesi,mammalia,chiroptera,phyllostomidae,yates's big-eared bat
phalanger rothschildi,mammalia,diprotodontia,phalangeridae,rothschild's cuscus
aeorestes villosissimus,mammalia,chiroptera,vespertilionidae,south american hoary bat
scotophilus nigrita,mammalia,chiroptera,vespertilionidae,brown house bat
acomys percivali,mammalia,rodentia,muridae,percival's spiny mouse
phalanger matanim,mammalia,diprotodontia,phalangeridae,telefomin cuscus
lophuromys dieterleni,mammalia,rodentia,muridae,mount oku brush-furred rat
mus fernandoni,mammalia,rodentia,muridae,ceylon spiny mouse
glauconycteris humeralis,mammalia,chiroptera,vespertilionidae,allen's spotted bat
microtus irani,mammalia,rodentia,cricetidae,iranian vole
myotis schaubi,mammalia,chiroptera,vespertilionidae,schaub's myotis
nyctalus azoreum,mammalia,chiroptera,vespertilionidae,azorean bat
uromys emmae,mammalia,rodentia,muridae,emma's uromys
microtus arvalis,mammalia,rodentia,cricetidae,common vole
chalinolobus neocaledonicus,mammalia,chiroptera,vespertilionidae,new caledonia wattled bat
xerus erythropus,mammalia,rodentia,sciuridae,striped ground squirrel
mus orangiae,mammalia,rodentia,muridae,orange mouse
myotis diminutus,mammalia,chiroptera,vespertilionidae,diminutive myotis
acomys cahirinus,mammalia,rodentia,muridae,northeast african spiny mouse
trichosurus vulpecula,mammalia,diprotodontia,phalangeridae,common brushtail
myotis bechsteinii,mammalia,chiroptera,vespertilionidae,bechstein's myotis
myotis septentrionalis,mammalia,chiroptera,vespertilionidae,northern bat
arielulus circumdatus,mammalia,chiroptera,vespertilionidae,black-gilded pipistrelle
reithrodontomys montanus,mammalia,rodentia,cricetidae,plains harvest mouse
myotis albescens,mammalia,chiroptera,vespertilionidae,silver-tipped myotis
pipistrellus paterculus,mammalia,chiroptera,vespertilionidae,mount popa pipistrelle
mops sarasinorum,mammalia,chiroptera,molossidae,sulawesi free-tailed bat
desmodus rotundus,mammalia,chiroptera,phyllostomidae,common vampire bat
barbastella pacifica,mammalia,chiroptera,vespertilionidae,japanese barbastelle
scotophilus livingstonii,mammalia,chiroptera,vespertilionidae,livingstone's house bat
akodon budini,mammalia,rodentia,cricetidae,budin's akodont
akodon sylvanus,mammalia,rodentia,cricetidae,forest grass mouse
sturnira bakeri,mammalia,chiroptera,phyllostomidae,baker's yellow-shouldered bat
sciurus arizonensis,mammalia,rodentia,sciuridae,arizona gray squirrel
pseudoromicia isabella,mammalia,chiroptera,vespertilionidae,isabelline serotine
plecotus taivanus,mammalia,chiroptera,vespertilionidae,formosan long-eared bat
scotorepens sanborni,mammalia,chiroptera,vespertilionidae,northern broad-nosed bat
ellobius talpinus,mammalia,rodentia,cricetidae,northern mole vole
pipistrellus aero,mammalia,chiroptera,vespertilionidae,aerial pipistrelle bat
myotis martiniquensis,mammalia,chiroptera,vespertilionidae,schwartz's myotis
microtus schelkovnikovi,mammalia,rodentia,cricetidae,schelkovnikov's pine vole
emballonura dianae,mammalia,chiroptera,emballonuridae,large-eared sheath-tailed bat
hypsugo macrotis,mammalia,chiroptera,vespertilionidae,big-eared pipistrelle
lonchophylla robusta,mammalia,chiroptera,phyllostomidae,orange nectar bat
homo sapiens,mammalia,primates,hominidae,human
meriones crassus,mammalia,rodentia,muridae,sundevall's jird
gerbilliscus brantsii,mammalia,rodentia,muridae,highveld gerbil
mimon cozumelae,mammalia,chiroptera,phyllostomidae,cozumelan golden bat
sigmodon alleni,mammalia,rodentia,cricetidae,allen's cotton rat
chalinolobus tuberculatus,mammalia,chiroptera,vespertilionidae,long-tailed bat
gerbilliscus boehmi,mammalia,rodentia,muridae,boehm's gerbil
meriones hurrianae,mammalia,rodentia,muridae,indian desert gerbil
hypsugo lophurus,mammalia,chiroptera,vespertilionidae,burma pipistrelle
emballonura beccarii,mammalia,chiroptera,emballonuridae,beccari's sheath-tailed bat
microtus sachalinensis,mammalia,rodentia,cricetidae,sakhalin island vole
myotis longicaudatus,mammalia,chiroptera,vespertilionidae,long-tailed myotis
ellobius tancrei,mammalia,rodentia,cricetidae,eastern mole vole
nyctophilus bifax,mammalia,chiroptera,vespertilionidae,bifax long-eared bat
plecotus teneriffae,mammalia,chiroptera,vespertilionidae,canary long-eared bat
pseudoromicia rendalli,mammalia,chiroptera,vespertilionidae,rendall's serotine
sciurus aberti,mammalia,rodentia,sciuridae,abert's squirrel
akodon toba,mammalia,rodentia,cricetidae,chaco grass mouse
plecotus christii,mammalia,chiroptera,vespertilionidae,christie's long-eared bat
akodon boliviensis,mammalia,rodentia,cricetidae,bolivian akodont
scotophilus ejetai,mammalia,chiroptera,vespertilionidae,ejeta's house bat
rhogeessa velilla,mammalia,chiroptera,vespertilionidae,ecuadorian little yellow bat
reithrodontomys megalotis,mammalia,rodentia,cricetidae,western harvest mouse
barbastella beijingensis,mammalia,chiroptera,vespertilionidae,beijing barbastelle
myotis sodalis,mammalia,chiroptera,vespertilionidae,cluster bat
myotis bocagii,mammalia,chiroptera,vespertilionidae,bocage's banana bat
phalanger alexandrae,mammalia,diprotodontia,phalangeridae,gebe cuscus
xeronycteris vieirai,mammalia,chiroptera,phyllostomidae,vieira's long-tongued bat
leptonycteris curasoae,mammalia,chiroptera,phyllostomidae,curaçaoan long-nosed bat
microtus townsendii,mammalia,rodentia,cricetidae,townsend's vole
glischropus tylopus,mammalia,chiroptera,vespertilionidae,common thick-thumbed bat
rhogeessa parvula,mammalia,chiroptera,vespertilionidae,little yellow bat
reithrodontomys darienensis,mammalia,rodentia,cricetidae,darien harvest mouse
wyulda squamicaudata,mammalia,diprotodontia,phalangeridae,scaly-tailed possum
acomys airensis,mammalia,rodentia,muridae,western saharan spiny mouse
mus oubanguii,mammalia,rodentia,muridae,oubangui mouse
xerus inauris,mammalia,rodentia,sciuridae,south african ground squirrel
plecotus sardus,mammalia,chiroptera,vespertilionidae,sardinian long-eared bat
microtus agrestis,mammalia,rodentia,cricetidae,field vole
uromys neobritannicus,mammalia,rodentia,muridae,new britain island uromys
nyctophilus heran,mammalia,chiroptera,vespertilionidae,sunda long-eared bat
myotis ruber,mammalia,chiroptera,vespertilionidae,red myotis
glauconycteris kenyacola,mammalia,chiroptera,vespertilionidae,kenyacola butterfly bat
cynomys mexicanus,mammalia,rodentia,sciuridae,mexican prairie dog
mus famulus,mammalia,rodentia,muridae,servant mouse
myotis lavali,mammalia,chiroptera,vespertilionidae,laval's myotis
lophuromys dudui,mammalia,rodentia,muridae,dudu's brush-furred rat
scotophilus nux,mammalia,chiroptera,vespertilionidae,dark house bat
microtus gregalis,mammalia,rodentia,cricetidae,narrow-headed vole
gerbillus perpallidus,mammalia,rodentia,muridae,pale gerbil
paremballonura atrata,mammalia,chiroptera,emballonuridae,peters's sheath-tailed bat
marmota caudata,mammalia,rodentia,sciuridae,long-tailed marmot
sciurus igniventris,mammalia,rodentia,sciuridae,northern amazon red squirrel
vespadelus finlaysoni,mammalia,chiroptera,vespertilionidae,finlayson's cave bat
taphozous hamiltoni,mammalia,chiroptera,emballonuridae,hamilton's tomb bat
lophuromys luteogaster,mammalia,rodentia,muridae,buff-bellied brush-furred rat
sciurus aureogaster,mammalia,rodentia,sciuridae,mexican gray squirrel
allactaga vinogradovi,mammalia,rodentia,dipodidae,vinogradov's jerboa
myotis cobanensis,mammalia,chiroptera,vespertilionidae,guatemalan myotis
alticola stoliczkanus,mammalia,rodentia,cricetidae,stoliczka's high mountain vole
lasiurus ebenus,mammalia,chiroptera,vespertilionidae,blackish red bat
myotis pilosus,mammalia,chiroptera,vespertilionidae,rickett's big-footed myotis
tamias ochrogenys,mammalia,rodentia,sciuridae,redwood chipmunk
akodon lindberghi,mammalia,rodentia,cricetidae,lindbergh's akodont
akodon neocenus,mammalia,rodentia,cricetidae,neuquen grass mouse
tamias amoenus,mammalia,rodentia,sciuridae,yellow-pine chipmunk
nycticeius cubanus,mammalia,chiroptera,vespertilionidae,cuban evening bat
myotis formosus,mammalia,chiroptera,vespertilionidae,black-and-orange myotis
neotoma lepida,mammalia,rodentia,cricetidae,desert woodrat
allactaga euphratica,mammalia,rodentia,dipodidae,euphrates jerboa
scotophilus colias,mammalia,chiroptera,vespertilionidae,eritrean house bat
dipodillus campestris,mammalia,rodentia,muridae,large north african gerbil
myotis handleyi,mammalia,chiroptera,vespertilionidae,handley's myotis
mus booduga,mammalia,rodentia,muridae,little indian field mouse
glossophaga commissarisi,mammalia,chiroptera,phyllostomidae,commissaris's long-tongued bat
histiotus magellanicus,mammalia,chiroptera,vespertilionidae,southern big-eared brown bat
balantiopteryx io,mammalia,chiroptera,emballonuridae,least sac-winged bat
microtus majori,mammalia,rodentia,cricetidae,major's pine vole
uromys rex,mammalia,rodentia,muridae,king uromys
myotis pequinius,mammalia,chiroptera,vespertilionidae,peking myotis
laephotis matroka,mammalia,chiroptera,vespertilionidae,malagasy serotine
mus shortridgei,mammalia,rodentia,muridae,shortridge's mouse
pipistrellus creticus,mammalia,chiroptera,vespertilionidae,crete pipistrelle
gorilla beringei,mammalia,primates,hominidae,eastern gorilla
corynorhinus townsendii,mammalia,chiroptera,vespertilionidae,pacific townsend's big-eared bat
plecotus auritus,mammalia,chiroptera,vespertilionidae,brown long-eared bat
histiotus macrotus,mammalia,chiroptera,vespertilionidae,big-eared brown bat
gerbillus gerbillus,mammalia,rodentia,muridae,lesser egyptian gerbil
neotoma bryanti,mammalia,rodentia,cricetidae,bryant's woodrat
microtus kikuchii,mammalia,rodentia,cricetidae,taiwan vole
lasiurus seminolus,mammalia,chiroptera,vespertilionidae,seminole bat
myotis moluccarum,mammalia,chiroptera,vespertilionidae,arafura large-footed bat
protoxerus aubinnii,mammalia,rodentia,sciuridae,slender-tailed squirrel
myotis gomantongensis,mammalia,chiroptera,vespertilionidae,gomantong myotis
idionycteris phyllotis,mammalia,chiroptera,vespertilionidae,allen's big-eared bat
neotoma palatina,mammalia,rodentia,cricetidae,bolaños woodrat
laephotis namibensis,mammalia,chiroptera,vespertilionidae,namib long-eared bat
sturnira giannae,mammalia,chiroptera,phyllostomidae,gianna's yellow-shouldered bat
mops congicus,mammalia,chiroptera,molossidae,congo free-tailed bat
thainycteris aureocollaris,mammalia,chiroptera,vespertilionidae,collared sprite
pipistrellus angulatus,mammalia,chiroptera,vespertilionidae,angulate pipistrelle
nyctophilus microdon,mammalia,chiroptera,vespertilionidae,small-toothed long-eared bat
myotis nesopolus,mammalia,chiroptera,vespertilionidae,curaçao myotis
uromys anak,mammalia,rodentia,muridae,black-tailed uromys
microtus multiplex,mammalia,rodentia,cricetidae,alpine pine vole
cyttarops alecto,mammalia,chiroptera,emballonuridae,short-eared bat
akodon pervalens,mammalia,rodentia,cricetidae,tarija akodont
plecotus strelkovi,mammalia,chiroptera,vespertilionidae,strelkov's long-eared bat
meriones tamariscinus,mammalia,rodentia,muridae,tamarisk gerbil
dipodillus maghrebi,mammalia,rodentia,muridae,greater short-tailed gerbil
barbastella darjelingensis,mammalia,chiroptera,vespertilionidae,asian barbastelle
chalinolobus gouldii,mammalia,chiroptera,vespertilionidae,gould's wattled bat
sturnira oporaphilum,mammalia,chiroptera,phyllostomidae,tschudi's yellow-shouldered bat
lophostoma schulzi,mammalia,chiroptera,phyllostomidae,schulz's round-eared bat
gerbilliscus robustus,mammalia,rodentia,muridae,fringe-tailed gerbil
gerbillus syrticus,mammalia,rodentia,muridae,sand gerbil
vampyrum spectrum,mammalia,chiroptera,phyllostomidae,spectral bat
