Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2019,Jan-Jun 2019,Asia,Indonesia,"Sumatera Selatan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,"Sumatera Selatan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,340,-,-,340,-
2019,Jan-Jun 2019,Asia,Indonesia,"Sumatera Utara","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Indonesia,"Sumatera Utara","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,44,-,-,44,-
2019,Jan-Jun 2019,Asia,Iran,"East Azarbayejan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"East Azarbayejan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,65031,Animal,65031,64743,0,288,-
2019,Jan-Jun 2019,Asia,Iran,"Gilan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"Gilan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,315,Animal,315,291,0,24,-
2019,Jan-Jun 2019,Asia,Iran,"Qom","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"Qom","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,12138,Animal,12138,4138,0,8000,-
2019,Jan-Jun 2019,Asia,Iran,"Tehran","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"Tehran","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,10000,Animal,10000,6000,0,4000,-
2019,Jan-Jun 2019,Asia,Iran,"West Azarbayejan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"West Azarbayejan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,1236,Animal,1236,1075,0,161,-
2019,Jan-Jun 2019,Asia,Iran,"Zanjan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iran,"Zanjan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,823,Animal,823,798,0,25,-
2019,Jan-Jun 2019,Asia,Iraq,"Basrah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Iraq,"Basrah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,5000,Animal,5000,3000,0,2000,-
2019,Jan-Jun 2019,Asia,Israel,"Hazafon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Israel,"Hazafon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,13500,Animal,350,13300,0,200,-
2019,Jan-Jun 2019,Asia,Kuwait,"Al Farwaniyah","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Kuwait,"Al Farwaniyah","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,14060,Animal,8,14052,0,8,-
2019,Jan-Jun 2019,Asia,Nepal,"Bagmati","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,8,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Bagmati","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,49841,Animal,7158,42194,0,7158,-
2019,Jan-Jun 2019,Asia,Nepal,"Bagmati","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Bagmati","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Wild,"House Crow",-,-,-,-,Animal,200,0,0,200,-
2019,Jan-Jun 2019,Asia,Nepal,"Gandaki","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Gandaki","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,100,Animal,23,77,0,23,-
2019,Jan-Jun 2019,Asia,Nepal,"Koshi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Koshi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,5978,Animal,3192,2786,0,3192,-
2019,Jan-Jun 2019,Asia,Nepal,"Lumbini","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Lumbini","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,271,Animal,25,246,0,25,-
2019,Jan-Jun 2019,Asia,Nepal,"Narayani","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Nepal,"Narayani","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,50894,Animal,9769,41125,0,9769,-
2019,Jan-Jun 2019,Asia,Pakistan,"Islamabad Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Pakistan,"Islamabad Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Guineafowl",-,-,-,8,Animal,6,2,0,6,0
2019,Jan-Jun 2019,Asia,Pakistan,"Islamabad Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Coscoroba Swan",-,-,-,50,Animal,50,0,0,50,0
2019,Jan-Jun 2019,Asia,Pakistan,"Islamabad Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"House Crow",-,-,-,-,Animal,1,0,0,1,-
2019,Jan-Jun 2019,Asia,Pakistan,"Islamabad Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mallard",-,-,-,10,Animal,7,3,0,7,0
2019,Jan-Jun 2019,Asia,Vietnam,"Dak Lak","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Hau Giang","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Hau Giang","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2240,Animal,-,2240,0,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Long An","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Quang Nam","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Quang Nam","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,7600,Animal,2700,7600,0,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Quang Ninh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Thai Binh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Asia,Vietnam,"Thai Binh","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,2000,Animal,2000,1930,0,70,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Haskovo","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Jambol","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Lovec","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Lovec","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,4600,Animal,40,4600,0,0,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Plovdiv","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Plovdiv","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,203787,Animal,635,203152,0,635,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Stara Zagora","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Bulgaria,"Vidin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Denmark,"East","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Denmark,"East","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,1,0,0,1,0
2019,Jan-Jun 2019,Europe,Russia,"Rostovskaya Oblast","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Europe,Russia,"Rostovskaya Oblast","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,33388,Animal,11540,21848,0,11540,-
2019,Jan-Jun 2019,Europe,Russia,"Voronezhskaya Oblast","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Ad Daqahliyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Ad Daqahliyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,6,Animal,4,4,0,2,269940
2019,Jul-Dec 2019,Africa,Egypt,"Al Fayyum","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Fayyum","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,70,Animal,13,62,0,8,71685
2019,Jul-Dec 2019,Africa,Egypt,"Al Gharbiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Gharbiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,3005,Animal,283,2735,0,270,14674
2019,Jul-Dec 2019,Africa,Egypt,"Al Isma'Iliyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Isma'Iliyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,45,Animal,10,38,0,7,91500
2019,Jul-Dec 2019,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1;H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1;H5N8",Domestic,"Birds",-,-,-,23867,Animal,999,22890,0,977,332738
2019,Jul-Dec 2019,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Jizah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,3,Animal,2,2,0,1,84885
2019,Jul-Dec 2019,Africa,Egypt,"Al Minufiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Minufiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2000,Animal,230,1780,0,220,245117
2019,Jul-Dec 2019,Africa,Egypt,"Al Minya","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Minya","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,76,Animal,13,67,0,9,38090
2019,Jul-Dec 2019,Africa,Egypt,"Al Qalyubiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Al Qalyubiyah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,2500,Animal,230,2280,0,220,174811
2019,Jul-Dec 2019,Africa,Egypt,"Aswan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Aswan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,627,Animal,62,573,0,54,110000
2019,Jul-Dec 2019,Africa,Egypt,"Asyut","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Asyut","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,9027,Animal,114,8926,0,101,325465
2019,Jul-Dec 2019,Africa,Egypt,"Qina","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Qina","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,48,Animal,17,38,0,10,52826
2019,Jul-Dec 2019,Africa,Egypt,"Suhaj","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Egypt,"Suhaj","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,6375,Animal,520,5865,0,510,5000
2019,Jul-Dec 2019,Africa,Nigeria,"Sokoto","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Eastern Cape Province","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"North West Province","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"North West Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Northern Cape Province","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Northern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Northern Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","",Wild,"Egyptian Goose",-,-,-,-,Animal,12,0,0,0,-
2019,Jul-Dec 2019,Africa,South Africa,"Western Cape Province","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Both animal categories,"",-,-,6,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,South Africa,"Western Cape Province","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N8",Domestic,"Birds",-,-,-,24356,Animal,46,0,6448,0,-
2019,Jul-Dec 2019,Africa,South Africa,"Western Cape Province","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,"Guanajuato","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,"Guanajuato","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,20,Animal,5,16,0,4,0
2019,Jul-Dec 2019,Americas,Mexico,"Jalisco","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Both animal categories,"",-,-,10,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,"Jalisco","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,159513,Animal,1045,5216,0,992,0
2019,Jul-Dec 2019,Americas,Mexico,"Queretaro","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Both animal categories,"",-,-,3,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Americas,Mexico,"Queretaro","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N3",Domestic,"Birds",-,-,-,594119,Animal,10015,415681,174163,4275,0
2019,Jul-Dec 2019,Asia,Afghanistan,"Hirat","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5 (N untyped)",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Guangxi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Guizhou","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Hubei","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Hunan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Jiangsu","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Liaoning","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N9",Wild,"Indian Peafowl",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Ningxia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N9",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Qinghai","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Shaanxi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N9",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Shanxi","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H7N9",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Xinjiang","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Xinjiang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Xinjiang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"Mute Swan",-,-,-,75,Animal,9,-,-,9,-
2019,Jul-Dec 2019,Asia,China (People's Rep. of),"Yunnan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6",Domestic,"Birds",-,-,-,-,Animal,-,-,-,-,-
