Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Tundra Swan",-,-,-,-,Animal,4,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Turkey Vulture",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Western Gull",-,-,-,-,Animal,3,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wild turkey",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wood Duck",-,-,-,-,Animal,22,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Utah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Utah","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,141713,Animal,-,141713,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Washington","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Washington","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,155,Animal,-,106,-,49,-
2023,Jul-Dec 2023,Americas,United States of America,"Wisconsin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,5,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,United States of America,"Wisconsin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,307388,Animal,-,307388,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Canelones","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Canelones","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"Royal Tern",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Americas,Uruguay,"Canelones","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South American Tern",-,-,-,-,Animal,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Canelones","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South-American sea lion",-,-,-,-,Animal,7,-,-,7,-
2023,Jul-Dec 2023,Americas,Uruguay,"Maldonado","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Maldonado","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South American fur seal",-,-,-,-,Animal,3,-,-,3,-
2023,Jul-Dec 2023,Americas,Uruguay,"Montevideo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Montevideo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South-American sea lion",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Americas,Uruguay,"Rocha","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,4,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Rocha","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South American fur seal",-,-,-,-,Animal,4,-,-,4,-
2023,Jul-Dec 2023,Americas,Uruguay,"Rocha","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South-American sea lion",-,-,-,-,Animal,14,-,-,14,-
2023,Jul-Dec 2023,Americas,Uruguay,"Uruguayan Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"",-,-,4,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Uruguay,"Uruguayan Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South American fur seal",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Americas,Uruguay,"Uruguayan Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South American Tern",-,-,-,-,Animal,3,1,-,2,-
2023,Jul-Dec 2023,Americas,Uruguay,"Uruguayan Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Wild,"South-American sea lion",-,-,-,-,Animal,10,-,-,10,-
2023,Jul-Dec 2023,Americas,Venezuela,"Yaracuy","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Americas,Venezuela,"Yaracuy","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",-,-,-,55,Animal,15,53,0,2,0
2023,Jul-Dec 2023,Asia,Cambodia,"Batdâmbâng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Cambodia,"Batdâmbâng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,352,Animal,250,102,-,250,-
2023,Jul-Dec 2023,Asia,Cambodia,"Kâmpôt","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Cambodia,"Kâmpôt","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,322,Animal,105,217,-,105,-
2023,Jul-Dec 2023,Asia,Cambodia,"Prey Vêng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Cambodia,"Prey Vêng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,1486,Animal,1166,320,-,1166,-
2023,Jul-Dec 2023,Asia,Cambodia,"Svay Rieng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Cambodia,"Svay Rieng","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,668,Animal,396,272,-,396,-
2023,Jul-Dec 2023,Asia,China (People's Rep. of),"Chinese Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,China (People's Rep. of),"Chinese Exclusive Economic Zone","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,-,-,-,7,-
2023,Jul-Dec 2023,Asia,China (People's Rep. of),"Xizang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,China (People's Rep. of),"Xizang","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,5182,-,-,5182,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Changhua County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Changhua County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,79324,Animal,13800,65524,0,13800,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Chiayi County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Chiayi County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,63130,Animal,19907,43223,0,19907,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Chiayi County","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Chiayi County","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-faced spoonbill",-,-,-,-,Animal,1,0,0,1,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Miaoli County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Miaoli County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,2700,Animal,296,2404,0,296,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Pingtung County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Pingtung County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,34604,Animal,3578,31026,0,3578,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Tainan City","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Tainan City","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,31686,Animal,1420,30266,0,1420,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Taipei City","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Taipei City","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,19,Animal,2,19,0,0,0
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Yunlin County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,3,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Chinese Taipei,"Yunlin County","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,75939,Animal,3809,72130,0,3809,0
2023,Jul-Dec 2023,Asia,Hong Kong,"Tai Po","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Tai Po","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian Wigeon",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,5,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Teal",-,-,-,-,Animal,2,-,-,2,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian Wigeon",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Falcated Duck",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Pin-tailed Snipe",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Hong Kong,"Yuen Long","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,-,-,-,-
2023,Jul-Dec 2023,Asia,India,"Jharkhand","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,114,Animal,18,96,-,18,-
2023,Jul-Dec 2023,Asia,India,"Kerala","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,12141,Animal,3820,8323,-,3818,-
2023,Jul-Dec 2023,Asia,India,"Maharashtra","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,India,"Maharashtra","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jul-Dec 2023,Asia,India,"Maharashtra","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Silver pheasant",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Indonesia,"Indonesia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,15,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Indonesia,"Indonesia","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,-,Animal,3166,0,0,423,-
2023,Jul-Dec 2023,Asia,Israel,"HaDarom","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"HaDarom","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,14900,Animal,-,14800,0,100,0
2023,Jul-Dec 2023,Asia,Israel,"Haifa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"Haifa","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,40000,Animal,-,39880,0,120,0
2023,Jul-Dec 2023,Asia,Israel,"HaMerkaz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"HaMerkaz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Marbled teal",-,-,-,-,Animal,1,1,0,0,0
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,65000,Animal,-,64900,0,100,-
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,350,Animal,50,300,0,50,0
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"HaZafon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Stork",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Israel,"Jerusalem","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Israel,"Jerusalem","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,10500,Animal,43,10457,0,43,0
2023,Jul-Dec 2023,Asia,Japan,"Aomori","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Japan,"Aomori","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Large-billed Crow",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Japan,"Fukuoka","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Japan,"Fukuoka","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Dunlin",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Japan,"Gifu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Japan,"Gifu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Accipitridae (unidentified)",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Japan,"Gifu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Spot-billed Duck",-,-,-,-,Animal,1,-,-,1,-
2023,Jul-Dec 2023,Asia,Japan,"Gunma","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"",-,-,1,-,-,-,-,-,-,-
2023,Jul-Dec 2023,Asia,Japan,"Gunma","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1",Domestic,"Birds",-,-,-,321747,Animal,80,321667,-,80,-
2023,Jul-Dec 2023,Asia,Japan,"Hokkaido","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,33,-,-,-,-,-,-,-
